date,ticker,low,high,open,close
20061109,GOOG,471.86,479.49,476.5,472.63
20061110,GOOG,470.29,474.72,473.78,473.55
20061113,GOOG,474.14,481.17,474.9,481.03
20061114,GOOG,480.5,489.95,480.7,489.3
20061115,GOOG,491.93,499.85,493.43,491.93
20061116,GOOG,492.56,497.68,495,495.9
20061117,GOOG,493,499.66,493.25,498.79
20061120,GOOG,492.65,498.4,498.4,495.05
20061121,GOOG,495.83,510,496.54,509.65
20061122,GOOG,505.78,513,510.97,508.01
20061124,GOOG,504,507.5,504.5,505
20061127,GOOG,484.75,501.78,501.37,484.75
20061128,GOOG,477.03,489.86,481.095,489.5
20061129,GOOG,482.25,494.74,494.24,484.65
20061130,GOOG,481.55,490.4,484.19,484.81
20061201,GOOG,478.5,488.39,485.98,480.8
20061204,GOOG,479.35,487.43,483,484.85
20061205,GOOG,484.89,489.44,487.4,487
20061206,GOOG,484.52,492.4,486.96,488.71
20061207,GOOG,482.42,491.8,490.23,482.64
20061208,GOOG,480,488.6,481.94,484.11
20061211,GOOG,483.8,488.9,484.92,483.93
20061212,GOOG,480.28,486.36,483.85,481.78
20061213,GOOG,477.02,485.5,484.69,478.99
20061214,GOOG,477.26,483.75,480.25,482.12
20061215,GOOG,479.84,484.11,482.635,480.3
20061218,GOOG,460.72,482.74,482.5,462.8
20061219,GOOG,458.5,469.31,461.72,468.63
20061220,GOOG,462.33,471.5,470,462.9
20061221,GOOG,452.3405,465.25,464.185,456.2
20061222,GOOG,452.73,458.64,457.5,455.58
20061226,GOOG,454.59,459.47,456.52,457.53
20061227,GOOG,459.1,468.08,460,468.03
20061228,GOOG,462.25,468.58,467.12,462.56
20061229,GOOG,459.86,464.47,462.1,460.48
20070103,GOOG,461.11,476.66,466,467.59
20070104,GOOG,468.35,483.95,469,483.26
20070105,GOOG,478.11,487.5,482.5,487.19
20070108,GOOG,482.2,489.87,487.69,483.58
20070109,GOOG,481.2,488.25,485.45,485.5
20070110,GOOG,482.04,493.55,484.43,489.46
20070111,GOOG,496.18,501.75,497.2,499.72
20070112,GOOG,500,505,501.99,505
20070116,GOOG,503.3,513,507.55,504.28
20070117,GOOG,494.38,507.77,503.395,497.28
20070118,GOOG,487.43,496.48,494.52,487.83
20070119,GOOG,486.74,490.76,487.98,489.75
20070122,GOOG,478.5,492.65,492.5,480.84
20070123,GOOG,477.29,484.75,480.79,479.05
20070124,GOOG,483.29,499.54,484.445,499.07
20070125,GOOG,485.66,504.5,501,488.09
20070126,GOOG,487.03,497.9,490.93,495.84
20070129,GOOG,490.5,498.75,498,492.47
20070130,GOOG,491.22,498,494,494.32
20070131,GOOG,495.51,505,496.49,501.5
20070201,GOOG,481.53,506.01,506,481.75
20070202,GOOG,477.81,485,482.61,481.5
20070205,GOOG,466.19,478,477.5,467.16
20070206,GOOG,467.26,473.3,468.1,471.48
20070207,GOOG,468.78,474.35,473.82,470.01
20070208,GOOG,465.15,473.75,468.05,471.03
20070209,GOOG,461.5,472.68,471.65,461.89
20070212,GOOG,455.02,462.39,460.68,458.29
20070213,GOOG,457.26,462.78,459.155,459.1
20070214,GOOG,459.22,469.13,460,465.93
20070215,GOOG,460.72,466.13,466,461.47
20070216,GOOG,462.06,470.15,462.8,469.94
20070220,GOOG,464.71,472.75,468.47,472.1
20070221,GOOG,467.74,478.68,469.84,475.86
20070222,GOOG,474.39,484.24,478.69,475.85
20070223,GOOG,467.8,476.95,475.75,470.62
20070226,GOOG,463.75,475.25,472.83,464.93
20070227,GOOG,447.17,459.8,455,448.77
20070228,GOOG,443.04,453.67,450.41,449.45
20070301,GOOG,440,452.42,442.67,448.23
20070302,GOOG,438.68,448.7,445.11,438.68
20070305,GOOG,437,445.5,437.02,440.945
20070306,GOOG,447.38,459,447.47,457.55
20070307,GOOG,454.29,463.14,462.69,455.64
20070308,GOOG,454.1,465.5,459.22,454.72
20070309,GOOG,450.1,458.4,458,452.96
20070312,GOOG,451.11,455.25,452.57,454.75
20070313,GOOG,442.83,451.93,450.11,443.03
20070314,GOOG,439,448.66,443.23,448
20070315,GOOG,443.94,449.822,447.86,446.19
20070316,GOOG,439.89,446.7,445.65,440.85
20070319,GOOG,440.63,448.5,443.25,447.23
20070320,GOOG,443.6,447.6,445.79,445.28
20070321,GOOG,445.215,456.57,445.3,456.55
20070322,GOOG,452.53,462.17,455.61,462.04
20070323,GOOG,457.08,463.39,461.45,461.83
20070326,GOOG,455.62,465,460.55,465
20070327,GOOG,460.34,465.23,463.55,463.62
20070328,GOOG,460.15,465.44,461.87,461.88
20070329,GOOG,455,466,464.55,460.92
20070330,GOOG,456.14,463.4,462.1,458.16
20070402,GOOG,452.12,458.53,457.76,458.53
20070403,GOOG,464,474.25,464.05,472.6
20070404,GOOG,469.58,473,472.14,471.02
20070405,GOOG,469.62,472.09,471.3,471.51
20070409,GOOG,465.59,473,472.98,468.21
20070410,GOOG,465.16,470.79,467.09,466.5
20070411,GOOG,462.61,469.4,466.06,464.53
20070412,GOOG,462.24,468,464,467.39
20070413,GOOG,463.36,468.77,468.45,466.29
20070416,GOOG,468.15,476.99,468.457,474.27
20070417,GOOG,471.6,476.39,473.8,472.8
20070418,GOOG,469.53,479.9,471.26,476.01
20070419,GOOG,469.59,481.95,474.5,471.65
20070420,GOOG,482.02,492.5,490.52,482.48
20070423,GOOG,478.26,485,480.1,479.08
20070424,GOOG,475.55,479.98,478.61,477.53
20070425,GOOG,476.11,481.37,480,477.99
20070426,GOOG,477.11,484.45,478.1,481.18
20070427,GOOG,478.33,482.4,480.07,479.01
20070430,GOOG,471.38,481.35,479.15,471.38
20070501,GOOG,464.17,472.81,472.19,469
20070502,GOOG,465.73,471.08,468.65,465.78
20070503,GOOG,465.29,474.07,466.22,473.23
20070504,GOOG,465.88,474.84,470.12,471.12
20070507,GOOG,466.47,472.82,472.14,467.27
20070508,GOOG,464.73,468.17,466.13,466.81
20070509,GOOG,463.88,471.73,466.15,469.25
20070510,GOOG,461.02,469.49,467.04,461.47
20070511,GOOG,461,467,461.83,466.74
20070514,GOOG,460,467.51,465.48,461.78
20070515,GOOG,457.41,462.54,461.96,458
20070516,GOOG,459.02,473.14,462,472.61
20070517,GOOG,470.81,475.22,472.46,470.96
20070518,GOOG,469.75,472.7,472.03,470.32
20070521,GOOG,466.72,479.2,469.53,470.6
20070522,GOOG,473,479.01,473,475.86
20070523,GOOG,473.75,483.4103,480.8206,473.97
20070524,GOOG,471.5,479.2,475.15,474.33
20070525,GOOG,477.27,484.95,479.7,483.52
20070529,GOOG,484,491.8,485,487.11
20070530,GOOG,483,498.84,484.5,498.6
20070531,GOOG,497.06,508.78,500.56,497.909
20070601,GOOG,497.93,505.02,501,500.397
20070604,GOOG,497.59,510.51,497.91,507.07
20070605,GOOG,506.61,519,509.75,518.84
20070606,GOOG,515.26,520.78,516.75,518.25
20070607,GOOG,512.51,526.5,519.75,515.06
20070608,GOOG,509.46,519.64,516.2,515.49
20070611,GOOG,510,518.25,514.02,511.34
20070612,GOOG,503.17,511.67,508.71,504.77
20070613,GOOG,498.69,508.54,507.087,505.24
20070614,GOOG,501.7,505.88,505.38,502.84
20070615,GOOG,501.23,509,508.19,505.89
20070618,GOOG,504.24,516,506.18,515.2
20070619,GOOG,511.54,517.25,514.01,514.31
20070620,GOOG,509.06,518.75,516.96,509.97
20070621,GOOG,506.28,515.29,510.98,514.11
20070622,GOOG,516.1,524.99,516.42,524.98
20070625,GOOG,523.38,534.99,528.98,527.42
20070626,GOOG,526.24,533.2,532.73,530.26
20070627,GOOG,519.56,527.99,525,526.29
20070628,GOOG,523.8,529.5,524.88,525.01
20070629,GOOG,519.46,527.4,526.02,522.7001
20070702,GOOG,524.2,531.85,525.49,530.38
20070703,GOOG,527.5,534.4,531.06,534.34
20070705,GOOG,532.15,544.4,535.56,541.63
20070706,GOOG,538.73,543.87,541.25,539.4
20070709,GOOG,540.26,548.74,543,542.56
20070710,GOOG,541.65,547,543.79,543.34
20070711,GOOG,540.01,546.5,543.61,544.47
20070712,GOOG,540.22,547.32,545.86,545.33
20070713,GOOG,547.25,552.67,547.91,552.16
20070716,GOOG,549.31,558.58,550.3,552.99
20070717,GOOG,552.38,557.73,555.04,555
20070718,GOOG,543.81,554.5,553.89,549.5
20070719,GOOG,542.24,553.52,553.46,548.59
20070720,GOOG,509.5,523.18,511.9,520.12
20070723,GOOG,512.15,520,519.01,512.51
20070724,GOOG,507.11,518.69,509.3,514.0001
20070725,GOOG,505.56,517.02,516.98,509.76
20070726,GOOG,498.88,512.59,508.74,508
20070727,GOOG,505.5,516.62,508.53,511.89
20070730,GOOG,510.5,519.34,512.92,516.11
20070731,GOOG,510,520.44,520.23,510
20070801,GOOG,508.14,516.51,510.5,512.94
20070802,GOOG,509,514.99,513.72,511.01
20070803,GOOG,503,513.2,510.05,503
20070806,GOOG,502.5,510.15,503,510
20070807,GOOG,509.04,519.88,509.75,516.02
20070808,GOOG,517.09,525.78,519.34,525.78
20070809,GOOG,514.63,526.82,520.8,514.73
20070810,GOOG,505.63,518.72,510.18,515.75
20070813,GOOG,513.03,519.75,519.54,515.5
20070814,GOOG,508,517.4,515.72,508.6
20070815,GOOG,496.71,511.69,509,497.55
20070816,GOOG,480.46,496.43,492.02,491.52
20070817,GOOG,491.65,501,497.44,500.04
20070820,GOOG,496,502.56,502.46,497.92
20070821,GOOG,497.77,508.16,498.94,506.61
20070822,GOOG,509.25,516.25,509.96,512.75
20070823,GOOG,507,516.13,516,512.19
20070824,GOOG,508.5,515.55,512.61,515
20070827,GOOG,511.4,517.45,514.43,513.26
20070828,GOOG,505.79,514.98,511.53,506.4
20070829,GOOG,507.23,513.3,507.84,512.88
20070830,GOOG,510.578,515.4,512.36,511.4
20070831,GOOG,511.47,516.5,513.1,515.25
20070904,GOOG,514.62,528,515.02,525.15
20070905,GOOG,522.25,529.48,523.4,527.8
20070906,GOOG,518.24,529.83,529.36,523.52
20070907,GOOG,516.8,521.24,517.86,519.35
20070910,GOOG,510.88,522.07,521.28,514.48
20070911,GOOG,515.73,521.65,516.99,521.33
20070912,GOOG,519,527.98,520.53,522.65
20070913,GOOG,523.22,527.21,524.06,524.78
20070914,GOOG,522.22,530.27,523.2,528.75
20070917,GOOG,524.07,529.28,526.53,525.3
20070918,GOOG,524.27,537.25,526.52,535.27
20070919,GOOG,538.86,549.4499,539.27,546.85
20070920,GOOG,546.0301,556.8,547,552.83
20070921,GOOG,552.83,560.79,556.34,560.1
20070924,GOOG,560,571.46,561,568.02
20070925,GOOG,562.86,569.56,564,569
20070926,GOOG,563.81,571.7899,570.4,568.16
20070927,GOOG,565.78,571.74,571.73,567.5
20070928,GOOG,564.12,569.55,567,567.27
20071001,GOOG,569.61,584.35,569.97,582.5499
20071002,GOOG,580.01,596.81,583.38,584.39
20071003,GOOG,580.36,588.99,586.25,584.0199
20071004,GOOG,577.06,585.09,585.09,579.03
20071005,GOOG,587.01,596,587.11,594.05
20071008,GOOG,593.95,610.26,595,609.62
20071009,GOOG,608.39,623.78,615.11,615.185
20071010,GOOG,616.8,625.68,621.36,625.39
20071011,GOOG,609,641.41,633.64,622
20071012,GOOG,618.24,638.4,623.98,637.39
20071015,GOOG,615.55,639.86,638.47,620.11
20071016,GOOG,611.99,625.92,618.49,616
20071017,GOOG,621.59,634,630.45,633.48
20071018,GOOG,628.5,641.37,635.41,639.62
20071019,GOOG,643.23,658.49,654.56,644.71
20071022,GOOG,636.28,655,638.67,650.75
20071023,GOOG,660,677.6,661.25,675.77
20071024,GOOG,659.56,677.47,672.71,675.82
20071025,GOOG,663.55,678.97,678.68,668.51
20071026,GOOG,668.06,676.54,674.03,674.6
20071029,GOOG,672.09,680,677.77,679.23
20071030,GOOG,677.51,699.91,677.51,694.77
20071031,GOOG,696.04,707,700.69,707
20071101,GOOG,701.78,713.72,702.79,703.21
20071102,GOOG,697.34,713.58,710.51,711.25
20071105,GOOG,706.07,730.23,706.99,725.65
20071106,GOOG,725,741.79,737.56,741.79
20071107,GOOG,723.14,747.24,741.13,732.9399
20071108,GOOG,677.18,734.89,734.6,693.84
20071109,GOOG,661.21,681.88,675.78,663.97
20071112,GOOG,626.21,669.93,657.74,632.07
20071113,GOOG,632.07,660.92,644.99,660.55
20071114,GOOG,636.27,675.49,673.28,641.68
20071115,GOOG,624,647.5,638.57,629.65
20071116,GOOG,616.02,635.49,633.94,633.63
20071119,GOOG,618.5,636.77,629.59,625.85
20071120,GOOG,632.87,659.1,636.48,648.54
20071121,GOOG,642.0801,669.97,643.77,660.52
20071123,GOOG,668.11,678.28,670,676.7
20071126,GOOG,665,693.4,680.2,666
20071127,GOOG,650.26,676.43,674.8,673.57
20071128,GOOG,672.14,694.3,682.11,692.26
20071129,GOOG,687.77,702.79,690.75,697
20071130,GOOG,682.11,711.06,711,693
20071203,GOOG,681.14,695,691.01,681.53
20071204,GOOG,677.1201,692,678.31,684.16
20071205,GOOG,687.5,698.93,692.73,698.51
20071206,GOOG,697.01,716.56,697.8,715.26
20071207,GOOG,710.5,718,714.99,714.87
20071210,GOOG,714,724.8,715.99,718.42
20071211,GOOG,698.78,720.99,719.94,699.204
20071212,GOOG,688.5,714.32,714,699.35
20071213,GOOG,681.21,697.62,696.31,694.05
20071214,GOOG,687.26,699.7,687.51,689.96
20071217,GOOG,663.67,695.42,688,669.23
20071218,GOOG,652.5,676.71,674.16,673.35
20071219,GOOG,669,679.5,674.21,677.37
20071220,GOOG,680.61,691,685.83,689.69
20071221,GOOG,693.24,699.26,697.88,696.69
20071224,GOOG,693.06,700.73,694.99,700.73
20071226,GOOG,698.21,713.22,698.99,710.84
20071227,GOOG,700.7383,716,707.07,700.74
20071228,GOOG,696.54,707.95,704.93,702.53
20071231,GOOG,690.58,702.49,698.57,691.48
20080102,GOOG,677.7301,697.37,692.87,685.19
20080103,GOOG,676.52,686.85,685.26,685.33
20080104,GOOG,655,680.96,679.69,657
20080107,GOOG,637.35,662.28,653.94,649.25
20080108,GOOG,631,659.96,653,631.6799
20080109,GOOG,622.51,653.34,630.04,653.2
20080110,GOOG,640.11,657.2,645.01,646.73
20080111,GOOG,630.11,649.47,642.7,638.25
20080114,GOOG,645.25,657.4,651.14,653.82
20080115,GOOG,635.38,649.05,645.9,637.65
20080116,GOOG,601.93,639.99,628.97,615.95
20080117,GOOG,598.01,625.74,620.76,600.79
20080118,GOOG,598.45,609.99,608.36,600.25
20080122,GOOG,561.2,597.5,562.03,584.35
20080123,GOOG,519,568,560.71,548.6201
20080124,GOOG,554.14,579.69,558.8,574.49
20080125,GOOG,566.18,595,591.81,566.4
20080128,GOOG,548.6,572.239,570.97,555.98
20080129,GOOG,540.67,561.33,560.47,550.52
20080130,GOOG,543.51,560.43,549.19,548.27
20080131,GOOG,534.2901,573,539.01,564.3
20080201,GOOG,510,536.67,528.67,515.9
20080204,GOOG,492.55,512.78,509.07,495.43
20080205,GOOG,488.52,509,489.43,506.7995
20080206,GOOG,497.93,511.17,511.14,501.71
20080207,GOOG,494.76,514.19,496.86,504.95
20080208,GOOG,508.7,517.73,509.41,516.69
20080211,GOOG,513.4,523.71,520.52,521.16
20080212,GOOG,513.03,530.6,523.39,518.09
20080213,GOOG,518.69,534.99,522.5,534.62
20080214,GOOG,531,541.04,538.35,532.25
20080215,GOOG,524.33,532.66,528.31,529.64
20080219,GOOG,506.5,535.06,534.94,508.95
20080220,GOOG,498.82,511.01,503.51,509
20080221,GOOG,499.5,513.21,512.85,502.86
20080222,GOOG,497.5501,509,502.06,507.8
20080225,GOOG,485.74,506.5,505.95,486.44
20080226,GOOG,446.85,466.47,461.2,464.19
20080227,GOOG,459.64,475.49,460.13,472.86
20080228,GOOG,467.36,479.09,470.5,475.39
20080229,GOOG,464.65,479.74,471.87,471.18
20080303,GOOG,450.11,472.72,471.51,457.02
20080304,GOOG,435.78,453.36,450.95,444.6
20080305,GOOG,444,454.17,445.25,447.6999
20080306,GOOG,431.18,453.3,447.69,432.7
20080307,GOOG,426.24,440,428.88,433.35
20080310,GOOG,413.04,431,428.83,413.62
20080311,GOOG,424.65,440.15,425.26,439.8399
20080312,GOOG,438.07,447.88,440.01,440.18
20080313,GOOG,428.78,446.98,432.67,443.01
20080314,GOOG,430.62,449.34,442.98,437.92
20080317,GOOG,412.11,433.71,427.99,419.87
20080318,GOOG,425.5301,440.84,428.98,439.16
20080319,GOOG,431.67,447.5,441.11,432
20080320,GOOG,417.5,435.7,427.32,433.55
20080324,GOOG,437.72,465.78,438.43,460.56
20080325,GOOG,446,457.47,457.46,450.78
20080326,GOOG,449.29,462.87,452.59,458.19
20080327,GOOG,440.49,448.61,446,444.08
20080328,GOOG,434.31,453.569,447.46,438.08
20080331,GOOG,432.01,442.69,435.64,440.47
20080401,GOOG,446.87,466.5,447.74,465.71
20080402,GOOG,460.39,475.74,469.9,465.7
20080403,GOOG,448.13,463.29,461.73,455.12
20080404,GOOG,456.2,477.83,457.01,471.09
20080407,GOOG,473.53,485.44,477.03,476.82
20080408,GOOG,462.01,474.14,473.04,467.81
20080409,GOOG,457.54,472,469.13,464.19
20080410,GOOG,461.85,473.864,464.96,469.08
20080411,GOOG,455.01,467.26,464.07,457.45
20080414,GOOG,450.15,457.45,457.16,451.66
20080415,GOOG,443.72,459.72,458.13,446.84
20080416,GOOG,441,458.28,444.4,455.03
20080417,GOOG,446.52,459.37,455.63,449.54
20080418,GOOG,524.77,547.7,535.21,539.41
20080421,GOOG,530.29,542.59,539.39,537.79
20080422,GOOG,537.56,560.8299,537.57,555
20080423,GOOG,540.95,559.31,557.94,546.49
20080424,GOOG,540.02,554.49,551.29,543.04
20080425,GOOG,542.73,553,549.02,544.06
20080428,GOOG,539,556.81,545.88,552.12
20080429,GOOG,550.01,563.4,550.83,558.47
20080430,GOOG,558.47,584.86,562.21,574.29
20080501,GOOG,576.972,594.93,578.31,593.08
20080502,GOOG,579.3,602.45,598.49,581.29
20080505,GOOG,587.13,599,598.86,594.9
20080506,GOOG,583,592,591,586.36
20080507,GOOG,576.43,599.49,590.27,579
20080508,GOOG,578.91,589.3,586.2,583.01
20080509,GOOG,571.3,585,579,573.2
20080512,GOOG,568.91,586.75,574.75,584.94
20080513,GOOG,578.55,587.95,586.23,583
20080514,GOOG,575.25,591.19,586.49,576.3
20080515,GOOG,575.61,582.95,579,581
20080516,GOOG,578.32,584.68,581.43,580.0701
20080519,GOOG,573.52,588.88,578.55,577.52
20080520,GOOG,572.91,582.48,574.63,578.6
20080521,GOOG,547.89,581.41,578.52,549.99
20080522,GOOG,540.25,554.21,551.95,549.46
20080523,GOOG,537.81,553,546.96,544.62
20080527,GOOG,543.85,562.6,544.9599,560.9
20080528,GOOG,561.1,571.49,567.94,568.24
20080529,GOOG,573.2,585.88,574.79,583
20080530,GOOG,581.3,589.92,583.47,585.8
20080602,GOOG,571.2701,583.89,582.5,575
20080603,GOOG,560.61,580.4999,576.5,567.3
20080604,GOOG,564.55,578,565.33,572.22
20080605,GOOG,576.21,588.04,577.08,586.3
20080606,GOOG,567,580.72,579.75,567
20080609,GOOG,545.4,570,568.06,557.87
20080610,GOOG,546.78,558.82,549.56,554.17
20080611,GOOG,544.46,557.34,556.24,545.2
20080612,GOOG,546.88,558,548.76,552.95
20080613,GOOG,561.336,575.7,561.49,571.51
20080616,GOOG,566.5,579.1,566.5,572.81
20080617,GOOG,568.38,578.07,576.35,569.46
20080618,GOOG,559.16,568.99,564.51,562.38
20080619,GOOG,550.81,563.78,555.35,560.2
20080620,GOOG,544.51,556.98,556.98,546.43
20080623,GOOG,542.02,553.15,545.36,545.21
20080624,GOOG,535.1,551.19,545.14,542.3
20080625,GOOG,543.67,557.79,544.97,551
20080626,GOOG,528.26,544.93,544.1,528.82
20080627,GOOG,515.09,530,527.68,528.07
20080630,GOOG,523.06,538,532.47,526.42
20080701,GOOG,517,536.72,519.58,534.73
20080702,GOOG,526.06,540.38,536.51,527.04
20080703,GOOG,527.5,539.23,530.88,537
20080707,GOOG,535.6,549,542.3,543.91
20080708,GOOG,540,555.19,545.99,554.53
20080709,GOOG,540.73,555.68,550.76,541.55
20080710,GOOG,530.721,549.5,545,540.57
20080711,GOOG,519.43,539.5,536.5,533.8
20080714,GOOG,515.45,540.06,539,521.62
20080715,GOOG,501.1,527.5,516.28,516.09
20080716,GOOG,510.6,536.5,514.04,535.6
20080717,GOOG,524.5,537.05,534.16,533.44
20080718,GOOG,478.19,498.98,498.35,481.32
20080721,GOOG,465.7,484.09,480.88,468.8
20080722,GOOG,465.6,480.25,466.72,477.11
20080723,GOOG,478.1,497.23,481.61,489.22
20080724,GOOG,475.62,496.87,496.7,475.62
20080725,GOOG,481.5,493.132,486.49,491.98
20080728,GOOG,475.13,492.09,492.09,477.12
20080729,GOOG,478,487.26,479.3,483.11
20080730,GOOG,472.81,486.02,485.5,482.7
20080731,GOOG,471.44,480.89,474.56,473.75
20080801,GOOG,462.5,473.22,472.51,467.86
20080804,GOOG,461.9,473.01,468.11,463
20080805,GOOG,466.33,480.08,467.59,479.85
20080806,GOOG,472.51,489.77,478.37,486.34
20080807,GOOG,476.41,484,482,479.12
20080808,GOOG,475.69,495.75,480.15,495.01
20080811,GOOG,491.78,508.88,492.47,500.84
20080812,GOOG,498,506.13,502,502.61
20080813,GOOG,493.88,503.54,501.6,500.03
20080814,GOOG,496.29,507.61,497.7,505.49
20080815,GOOG,505.5,510.66,506.99,510.15
20080818,GOOG,495.51,510,509.84,498.3
20080819,GOOG,486.63,498.28,490.43,490.5
20080820,GOOG,482.57,496.69,494.72,485
20080821,GOOG,479.27,489.89,482.92,486.53
20080822,GOOG,489.48,494.876,491.5,490.59
20080825,GOOG,481.5,497,486.11,483.01
20080826,GOOG,470.59,483.46,483.46,474.16
20080827,GOOG,464.84,474.83,473.73,468.58
20080828,GOOG,470.33,476.45,472.49,473.78
20080829,GOOG,462.33,471.01,469.75,463.29
20080902,GOOG,461.42,482.18,476.77,465.25
20080903,GOOG,459.58,474.28,468.73,464.41
20080904,GOOG,449.4,463.24,464.41,450.26
20080905,GOOG,440.08,452.456,445.49,444.25
20080908,GOOG,417.55,452.94,452.02,419.95
20080909,GOOG,415,432.38,423.17,418.66
20080910,GOOG,409.68,424.48,424.47,414.16
20080911,GOOG,406.38,435.09,408.35,433.75
20080912,GOOG,429,441.99,430.21,437.66
20080915,GOOG,423.71,441.97,424,433.86
20080916,GOOG,425.49,449.28,425.96,442.93
20080917,GOOG,413.44,439.14,438.48,414.49
20080918,GOOG,410.5,439.18,422.64,439.08
20080919,GOOG,443.28,462.07,461,449.15
20080922,GOOG,429,454.13,454.13,430.14
20080923,GOOG,425.72,440.79,433.25,429.27
20080924,GOOG,430.11,445,430.34,435.11
20080925,GOOG,435.98,450,438.84,439.6
20080926,GOOG,421.03,437.16,428,431.04
20080929,GOOG,380.71,423.51,419.51,381
20080930,GOOG,392.32,425.08,395.98,400.52
20081001,GOOG,403.1,416.98,411.15,411.72
20081002,GOOG,386,409.98,409.79,390.49
20081003,GOOG,383.07,412.49,397.35,386.91
20081006,GOOG,357.16,375.99,373.98,371.21
20081007,GOOG,345.37,374.98,373.33,346.01
20081008,GOOG,326.11,358.99,330.16,338.11
20081009,GOOG,321.67,348.56,344.52,328.98
20081010,GOOG,310.3,341.89,313.16,332
20081013,GOOG,345.75,381.95,355.79,381.02
20081014,GOOG,357,394.5,393.53,362.71
20081015,GOOG,338.83,359,354.65,339.17
20081016,GOOG,309.44,356.5,332.76,353.02
20081017,GOOG,363.55,386,378.96,372.54
20081020,GOOG,359.59,380.98,379.75,379.32
20081021,GOOG,362,383.78,372.39,362.75
20081022,GOOG,344,369.69,356.99,355.67
20081023,GOOG,337.99,358,353.65,352.32
20081024,GOOG,324.74,350.47,326.47,339.29
20081027,GOOG,325.6,343,334.81,329.49
20081028,GOOG,328.51,369.31,339.05,368.75
20081029,GOOG,352.37,371,365.79,358
20081030,GOOG,358.37,372,368.46,359.69
20081031,GOOG,354.27,371.95,356.16,359.36
20081103,GOOG,341.43,362.99,357.58,346.49
20081104,GOOG,345.5,372.36,353.44,366.94
20081105,GOOG,341.31,368.88,362.15,342.24
20081106,GOOG,325.81,344.42,339.97,331.22
20081107,GOOG,325.331,341.15,333.12,331.14
20081110,GOOG,309.47,329.444,328,318.78
20081111,GOOG,300.521,316.3,308.69,311.46
20081112,GOOG,287.76,312.48,302.05,291
20081113,GOOG,280,313,291.77,312.08
20081114,GOOG,302.56,324.99,303.25,310.02
20081117,GOOG,297.95,310.16,303,300.12
20081118,GOOG,285.35,303.73,301.57,297.42
20081119,GOOG,278.58,300.19,295.39,280.18
20081120,GOOG,259.04,282.94,274.89,259.56
20081121,GOOG,247.3,269.37,262.51,262.43
20081124,GOOG,249.01,269.95,269.26,257.44
20081125,GOOG,267.32,286.66,268.68,282.05
20081126,GOOG,276.2,295.46,280.28,292.09
20081128,GOOG,288.28,296.45,290.58,292.96
20081201,GOOG,265.983,287.37,286.68,265.99
20081202,GOOG,262.58,277.78,269.73,275.11
20081203,GOOG,265.34,281.36,275.11,279.43
20081204,GOOG,268.77,283.49,276.53,274.34
20081205,GOOG,264.02,284.24,271.02,283.99
20081208,GOOG,282,309.44,289.99,302.11
20081209,GOOG,297.01,318,297.69,305.97
20081210,GOOG,304.51,314.9,309.24,308.82
20081211,GOOG,297.8,312.88,304.17,300.22
20081212,GOOG,294,316.47,295.71,315.76
20081215,GOOG,305.11,318.49,314.01,310.67
20081216,GOOG,311.27,329.5,314.52,325.28
20081217,GOOG,312.42,322.13,318.64,315.24
20081218,GOOG,309.11,320.35,316.7,310.28
20081219,GOOG,309,317.79,310.99,310.17
20081222,GOOG,290.63,309.5,308.56,297.11
20081223,GOOG,296.67,303.31,300.43,298.02
20081224,GOOG,298.38,306.34,301.47,302.95
20081226,GOOG,298.31,305.26,304.07,300.36
20081229,GOOG,291.58,301.38,300.22,297.42
20081230,GOOG,298.71,306.81,300.8,303.11
20081231,GOOG,302.61,311,304.2,307.65
20090102,GOOG,305.5,321.81,308.59,321.32
20090105,GOOG,315,331.24,321,328.05
20090106,GOOG,326.39,340.799,332.98,334.06
20090107,GOOG,318.75,330.9,328.32,322.01
20090108,GOOG,317.34,325.19,318.28,325.19
20090109,GOOG,313.4,327.5,327.5,315.07
20090112,GOOG,310.23,318.95,316.31,312.69
20090113,GOOG,310.39,320.6,311.77,314.32
20090114,GOOG,297.75,313.8,310,300.97
20090115,GOOG,286.79,303.58,297.57,298.99
20090116,GOOG,295.7,308.25,305.02,299.67
20090120,GOOG,282.75,299.5,299.14,282.75
20090121,GOOG,288.35,303.5,288.35,303.08
20090122,GOOG,295.15,309.35,298.04,306.5
20090123,GOOG,304.22,331.96,309.27,324.7
20090126,GOOG,320.56,328,324.85,323.87
20090127,GOOG,324.27,333.87,326.45,331.48
20090128,GOOG,336.31,352.33,337.98,348.67
20090129,GOOG,340.11,345.05,344.54,343.32
20090130,GOOG,336.001,348.8,344.69,338.53
20090202,GOOG,332,345,334.29,340.57
20090203,GOOG,333.82,343,342.57,340.45
20090204,GOOG,339.17,354.44,340.45,343
20090205,GOOG,337,355.38,343,353.72
20090206,GOOG,355.44,373.81,356.46,371.28
20090209,GOOG,367.3,381,371.28,378.77
20090210,GOOG,357.89,377.5,375.98,358.51
20090211,GOOG,353,365,358.95,358.04
20090212,GOOG,351.48,363.62,353.16,363.05
20090213,GOOG,355.23,362.99,362.19,357.68
20090217,GOOG,339.69,347.09,346.51,342.66
20090218,GOOG,340.52,353.38,347.24,353.11
20090219,GOOG,341.41,359.8,357.47,342.64
20090220,GOOG,335,348.92,338.05,346.45
20090223,GOOG,329.55,349.8,347,330.06
20090224,GOOG,330.89,349.62,331.02,345.45
20090225,GOOG,338.92,352.3,342.15,341.64
